0.54653,0.73674,0.67873,0.0048024,-0.0088405,-0.0011719
0.59107,0.79413,0.64464,-0.077714,0.18855,-0.053975
0.55725,0.11958,0.54704,-0.0059549,0.023662,0.04726
0.51521,0.71604,0.68018,0.0026087,-0.0013982,0.0010466
0.35954,0.70103,0.61261,-0.0049029,-0.024982,0.0064895
0.67643,0.43957,0.61912,-0.050005,-0.10634,0.021508
0.52259,0.75658,0.68449,0.00083822,0.0021349,0.00093276
0.46749,0.51654,0.58417,-0.080837,0.052503,-0.064879
0.55237,0.67023,0.45144,0.011488,0.040921,0.09818
0.65662,0.70631,1,-0.0056382,0.0027636,-0.020945
0.38153,0.27544,0.36194,-0.010418,-0.18607,0.036899
0.52267,0.74137,0.69487,-0.037279,0.040483,0.0042578
0.31372,0.61816,0.69003,0.0070867,-0.017586,-0.0032892
0.52944,0.72271,0.70374,0.0016402,-0.0024246,-0.00024932
0.60999,0.60729,0.70791,-0.047328,0.027467,-0.018116
0.50357,0.69017,0.64808,0.0081058,-0.013468,-0.012068
0.61154,0.77187,0.78372,0.20604,0.033494,0.13545
0.65354,0.80048,0.72812,0.0080855,-0.0070729,-0.0059146
0.52658,0.69705,0.67396,0.0016253,0.010318,-0.0025249
0.78718,0.66887,0.847,-0.0074995,0.052469,-0.01374
0.87042,0.22653,0,-1,1,-0.072105
1,0.89379,0.38734,0.078522,-0.46127,0.046166
0.95321,0.2016,0.66881,0.012756,0.38779,-0.059577
0.4834,0,0.22329,-0.56337,0.26241,-0.40523
0.47414,0.71658,0.67993,0.0030275,0.0035083,4.0253e-005
0.40823,0.71525,0.72631,-0.004077,0.0011983,0.0028613
0.91728,0.75652,0.57745,-0.030825,0.076559,-0.046424
0.31832,0.77478,0.80366,0.0086758,0.0018478,0.0011639
0.16247,0.42647,0.59572,-0.013423,0.028384,0.0053031
0.4701,0.64495,0.70119,-0.00026536,-0.0021897,0.0066898
0.57897,0.73752,0.73689,0.00037107,0.0017034,-0.0029472
0.36793,0.24695,0.99456,0.00013584,-0.063136,-0.049052
0.58482,0.75098,0.6465,0.00089246,-0.0012223,-0.0011429
0.73807,0.30086,0.75275,0.17554,0.031918,0.17312
0.80063,0.90822,0.78919,0.012383,-0.52663,0.017765
0.3956,0.7874,0.60888,-0.038679,-0.01838,-0.015995
0.57508,0.67748,0.6038,0.0031114,0.04748,-0.043871
0.54931,0.81905,0.68818,0.00041621,-0.0052384,0.0036474
0.46755,0.86035,0.9298,0.092261,-0.0057913,0.016382
0.5248,0.66037,0.79379,-0.045659,-0.065801,-0.42644
0.71596,0.976,0.97429,-4.5214e-005,0.0020635,-0.0018262
0.55633,0.65212,0.80047,-0.011293,0.053365,0.018351
0.54525,0.68268,0.68444,0.058292,0.11095,0.00041625
0.033985,0.63529,0.38387,0.016402,-0.21605,0.052118
0.58486,0.74742,0.65045,-0.066181,-0.18727,0.0012134
0.44736,0.80519,0.69157,-0.0019839,-0.002661,0.0037973
0.48489,0.76031,0.79742,-0.0048067,-0.013364,0.0046134
0.4327,1,0.68658,-0.018892,0.050491,-0.027655
0,0.73331,0.81878,0.011741,-0.00080402,-0.00021877
0.31229,0.77446,0.74986,-0.049219,0.28972,-0.075613
